word,DELMET,wordcat,context,DELMET,word_1,label_1,word_2,label_2,word_3,label_3,word_4,label_4,word_5,label_5,word_6,label_6,word_7,label_7,word_8,label_8,word_9,label_9,word_10,label_10,word_11,label_11,word_12,label_12,word_13,label_13,word_14,label_14,word_15,label_15,word_16,label_16,word_17,label_17,word_18,label_18,word_19,label_19,word_20,label_20,word_21,label_21,word_22,label_22,word_23,label_23,word_24,label_24,word_25,label_25
lawmakers,0,N,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0,lawmakers,0
wanted,0,V,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0,wanted,0
to,0,TO,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
attach,1,V,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,1,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0,attach,0
to,1,PR,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
the,0,AT,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
bill,0,N,What should have been a routine exercise in extending the Government borrowing+power to $3.1 thousand billion became bogged+down in wrangling over legislative initiatives lawmakers wanted to attach to the bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0,bill,0
What,0,DT,What has gone wrong,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0,What,0
has,0,V,What has gone wrong,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0
gone,1,V,What has gone wrong,1,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,1,gone,1,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,0,gone,1,gone,0
wrong,0,AJ,What has gone wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,0,wrong,1,wrong,0
Tiphook,0,N,Tiphook confident,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0,Tiphook,0
confident,1,AJ,Tiphook confident,1,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0,confident,0
The,0,AT,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0
structure,2,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,2,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,0,structure,1,structure,0
of,1,PR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
the,0,AT,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
developing,0,AJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0,developing,0
national,0,AJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0,national,0
authority,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0,authority,0
has,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0
been,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0
both,0,AV,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0,both,0
diffuse,1,AJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,diffuse,1,diffuse,0,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,0,diffuse,0,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1,diffuse,1
enough,0,AV,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0
to,0,TO,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
prevent,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0,prevent,0
it,0,PN,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0
from,1,PR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0
being,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0
destroyed,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,1,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,0,destroyed,1,destroyed,0
by,0,PR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0,by,0
any,0,DT,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0,any,0
one,0,CR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0,one,0
single,0,AJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0,single,0
sweep,1,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,sweep,1,sweep,1,sweep,1,sweep,1,sweep,0,sweep,0,sweep,0,sweep,1,sweep,0,sweep,0,sweep,0,sweep,0,sweep,0,sweep,0,sweep,0,sweep,1,sweep,1,sweep,0,sweep,1,sweep,1,sweep,1,sweep,0,sweep,0,sweep,1,sweep,0
of,1,PR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
arrests,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0
there,0,EX,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0
have,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0
been,0,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0
more+than,0,AV,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,more+than,0,more,1,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,more,0,more+than,0,more+than,0,more+than,0
50,0,CR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
arrests,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0,arrests,0
since,0,CJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0,since,0
the,0,AT,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
Intifada,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0,Intifada,0
outbreak,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0,outbreak,0
and,0,CJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
coherent,0,AJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,coherent,0,coherent,0,coherent,0,coherent,1,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,1,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,0,coherent,1,coherent,0,coherent,1,coherent,1
enough,0,AV,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0,enough,0
to,0,TO,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
allow,1,V,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0,allow,0
for,1,PR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
the,0,AT,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
existence,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0,existence,0
of,1,PR,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
a,0,AT,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
unified,0,AJ,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0,unified,0
resistance,1,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,1,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,0,resistance,1,resistance,0
strategy,0,N,The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests there have been more+than 50 arrests since the Intifada outbreak and coherent enough to allow for the existence of a unified resistance strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0,strategy,0
Through,1,PR,Through it Palestinians are struggling on a daily basis to shake+off Israel authority and to construct their own,1,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0,Through,0
it,0,PN,Through it Palestinians are struggling on a daily basis to shake+off Israel authority and to construct their own,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0
Palestinians,0,N,Through it Palestinians are struggling on a daily basis to shake+off Israel authority and to construct their own,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0,Palestinians,0
are,0,V,Through it Palestinians are struggling on a daily basis to shake+off Israel authority and to construct their own,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0
struggling,1,V,Through it Palestinians are struggling on a daily basis to shake+off Israel authority and to construct their own,1,struggling,0,struggling,1,struggling,1,struggling,1,struggling,1,struggling,0,struggling,1,struggling,1,struggling,1,struggling,0,struggling,1,struggling,1,struggling,1,struggling,0,struggling,0,struggling,1,struggling,1,struggling,0,struggling,1,struggling,1,struggling,1,struggling,1,struggling,1,struggling,1,struggling,1
on,1,PR,Through it Palestinians are struggling on a daily basis to shake+off Israel authority and to construct their own,1,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0
