word,DELMET,wordcat,word_1,label_1
is,0,V,,
still,0,AV,,
what,0,DT,,
they,0,PN,,
call,0,V,,
it,0,PN,,
locally,0,AV,,
a,0,AT,,
slum,0,N,,
clearance,0,N,,
project,0,N,,
on,0,PR,,
the,0,AT,,
north,0,N,,
bank,0,N,,
of,0,PR,,
the,0,AT,,
Tyne,0,N,,
10,0,CR,,
miles,0,N,,
east,0,N,,
of,0,PR,,
Newcastle,0,N,,
I,0,PN,,
knew,0,V,,
there,0,EX,,
was,0,V,,
one,0,PN,,
here,0,AV,,
he,0,PN,,
continued,0,V,,
meaning,0,V,,
Liberal,0,AJ,,
Democrats,0,N,,
The,0,AT,,
results,0,N,,
exceeded,0,V,,
our,0,DP,,
expectations,0,N,,
said,0,V,,
Mr,0,N,,
Goodson,0,N,,
However,0,AV,,
he,0,PN,,
suggested,0,V,,
there,0,EX,,
was,0,V,,
perhaps,0,AV,,
a,0,AT,,
need,0,N,,
to,0,TO,,
look,1,V,,
into,1,PR,,
the,0,AT,,
system,1,N,,
more,0,AV,,
closely,0,AV,,
IT,0,PN,,
SEEMS,0,V,,
that,0,CJ,,
Roland,0,N,,
Franklin,0,N,,
the,0,AT,,
latest,0,AJ,,
unbundler,0,N,,
to,0,TO,,
appear,0,V,,
in,0,PR,,
the,0,AT,,
UK,0,N,,
has,0,V,,
made,1,V,,
a,0,AT,,
fatal,1,AJ,,
error,0,N,,
in,1,PR,,
the,0,AT,,
preparation,0,N,,
of,0,PR,,
his,0,DP,,
£697m,0,N,,
break-up,0,N,,
bid,0,N,,
for,0,PR,,
stationery,0,N,,
and,0,CJ,,
packaging,0,N,,
group,0,N,,
DRG,0,N,,
That,1,DT,,
point,1,N,,
about,1,PR,,
the,0,AT,,
core,0,N,,
business,0,N,,
is,0,V,,
very,0,AV,,
unfair,0,AJ,,
he,0,PN,,
says,0,V,,
To,0,TO,,
add,1,V,,
the,0,AT,,
part-time,0,AJ,,
education,0,N,,
and,0,CJ,,
training,0,N,,
statistics,0,N,,
to,1,PR,,
those,1,DT,,
figures,0,N,,
does,0,V,,
not,0,XX,,
improve,0,V,,
our,0,DP,,
relative,0,AJ,,
position,1,N,,
For,0,PR,,
many,0,DT,,
years,0,N,,
Thomson,0,N,,
lived,0,V,,
in,0,PR,,
New,0,N,,
York,0,N,,
in,0,PR,,
his,0,DP,,
apartment,0,N,,
at,0,PR,,
the,0,AT,,
Chelsea,0,N,,
Hotel,0,N,,
It,0,PN,,
does,0,V,,
not,0,XX,,
imply,0,V,,
political,0,AJ,,
supremacy,0,N,,
and,0,CJ,,
does,0,V,,
not,0,XX,,
suggest,1,V,,
that,0,CJ,,
the,0,AT,,
Pope,0,N,,
should,0,V,,
administer,0,V,,
the,0,AT,,
affairs,0,N,,
of,0,PR,,
the,0,AT,,
Church,0,N,,
of,0,PR,,
England,0,N,,
he,0,PN,,
said,0,V,,
They,0,PN,,
too,0,AV,,
reacted,0,V,,
with,0,PR,,
water,0,N,,
and,0,CJ,,
a,0,AT,,
plant,1,N,,
operator,0,N,,
was,0,V,,
burned,0,V,,
by,0,PR,,
a,0,AT,,
cloud,1,N,,
of,0,PR,,
acid,0,N,,
gas,0,N,,
Westerns,0,N,,
are,0,V,,
no+longer,0,AV,,
a,0,AT,,
cheap,0,AJ,,
option,0,N,,
Sometimes,0,AV,,
he,0,PN,,
is,0,V,,
reminded,0,V,,
of,0,PR,,
several,0,DT,,
things,1,N,,
The,0,AT,,
Iznik,0,N,,
pottery,0,N,,
from,0,PR,,
Turkey,0,N,,
dating,0,N,,
from,1,PR,,
the,0,AT,,
fifteenth,0,OR,,
and,0,CJ,,
sixteenth,0,OR,,
century,0,N,,
explodes,2,V,,
with,1,PR,,
colour,0,N,,
on,0,PR,,
more,0,AV,,
sophisticated,1,AJ,,
white,0,AJ,,
grounds,1,N,,
Iznik,0,N,,
is,0,V,,
now,0,AV,,
highly,0,AV,,
sought,0,V,,
after,1,PR,,
by,0,PR,,
Turkish,0,AJ,,
yuppies,0,N,,
and,0,CJ,,
prices,0,N,,
run,1,V,,
from,1,PR,,
"£2,000",0,N,,
or,0,CJ,,
so,0,AV,,
to,1,PR,,
"£15,000",0,N,,
But,0,CJ,,
then,0,AV,,
do,0,V,,
the,0,AT,,
French,0,N,,
Spanish,0,AJ,,
or,0,CJ,,
Italians,0,N,,
have,1,V,,
a,0,AT,,
word,0,N,,
for,0,PR,,
it,0,PN,,
The,0,AT,,
summer,0,N,,
sprawl,2,N,,
begins,0,V,,
to,0,TO,,
be,0,V,,
oppressive,0,AJ,,
at,1,PR,,
this,1,DT,,
stage,1,N,,
in,1,PR,,
the,0,AT,,
year,0,N,,
and,0,CJ,,
trigger,2,N,,
fingers,0,N,,
are,0,V,,
itching,1,V,,
to,0,TO,,
snip+back,1,V + AV,,
overgrown,0,AJ,,
mallows,0,N,,
clear+out,1,V + AV,,
the,0,AT,,
mildewing,0,AJ,,
foliage,0,N,,
of,0,PR,,
golden,1,AJ,,
rod,0,N,,
and,0,CJ,,
reduce,1,V,,
the,0,AT,,
overpowering,1,AJ,,
bulk,0,N,,
of,0,PR,,
bullyboy,2,N,,
ground,0,N,,
cover,0,N,,
Privacy,0,N,,
is,0,V,,
an,0,AT,,
important,0,AJ,,
consideration,0,N,,
I,0,PN,,
have,1,V,,
no,0,AT,,
doubt,0,N,,
that,0,CJ,,
others,0,N,,
will,0,V,,
be,0,V,,
added,0,V,,
If,0,CJ,,
there,0,EX,,
is,0,V,,
a,0,AT,,
failure,1,N,,
of,0,PR,,
imagination,0,N,,
to,0,TO,,
use,0,V,,
the,0,AT,,
royal,0,AJ,,
visit,0,N,,
creatively,0,AV,,
it,0,PN,,
will,0,V,,
also,0,AV,,
be,0,V,,
a,0,AT,,
failure,1,N,,
of,0,PR,,
nerve,0,N,,
The,0,AT,,
only,0,AV,,
two,0,CR,,
Hong,0,N,,
Kong,0,N,,
legislators,0,N,,
who,0,PN,,
consistently,0,AV,,
dare,0,V,,
to,0,TO,,
speak+out,0,V + AV,,
Mr,0,N,,
Martin,0,N,,
Lee,0,N,,
and,0,CJ,,
Mr,0,N,,
Szeto,0,N,,
Wah,0,UN,,
have,0,V,,
been,0,V,,
threatened,0,V,,
with,1,PR,,
expulsion,1,N,,
from,1,PR,,
the,0,AT,,
committee,0,N,,
now,0,AV,,
drafting,0,V,,
China,0,N,,
post-1997,0,AJ,,
Basic,0,AJ,,
Law,0,N,,
Leinster,0,N,,
face,1,V,,
an,0,AT,,
uphill,1,AJ,,
task,0,N,,
Most,0,DT,,
of,0,PR,,
them,0,PN,,
are,0,V,,
probably,0,AV,,
muttering,0,V,,
I,0,PN,,
'm,0,V,,
too,0,AV,,
busy,0,AJ,,
to,0,TO,,
get,0,V,,
involved,0,AJ,,
in,1,PR,,
this,0,DT,,
sort,0,N,,
of,0,PR,,
thing,1,N,,
OVERNIGHT,0,AJ,,
FILE,0,N,,
A,0,AT,,
mile,0,N,,
above,0,PR,,
the,0,AT,,
shepherd,0,N,,
hut,0,N,,
the,0,AT,,
hillsides,0,N,,
ceased,1,V,,
their,0,DP,,
upward,0,AJ,,
rolling,1,AJ,,
and,0,CJ,,
curved,0,V,,
together,0,AV,,
to,0,TO,,
form,1,V,,
a,0,AT,,
dead-end,0,N,,
valley,0,N,,
of,0,PR,,
broad-breasted,2,AJ,,
slopes,0,N,,
five,0,CR,,
miles,0,N,,
from,0,PR,,
the,0,AT,,
nearest,0,AJ,,
tarmac,0,N,,
road,0,N,,
hidden,0,V,,
deep,0,AV,,
in,0,PR,,
the,0,AT,,
folds,1,N,,
of,0,PR,,
the,0,AT,,
moors,0,N,,
He,0,PN,,
's,0,V,,
better,0,AV,,
looking,0,V,,
on,1,PR,,
TV,0,N,,
Given,0,V,,
the,0,AT,,
already,0,AV,,
appalling,0,AJ,,
and,0,CJ,,
growing,0,AJ,,
rate,0,N,,
of,0,PR,,
homelessness,0,N,,
and,0,CJ,,
lack,0,N,,
of,0,PR,,
hostel,0,N,,
facilities,0,N,,
in,0,PR,,
London,0,N,,
when,0,CJ,,
more,0,DT,,
people,0,N,,
than,0,CJ,,
ever,0,AV,,
will,0,V,,
not,0,XX,,
only,0,AV,,
have,0,V,,
to,0,TO,,
endure,0,V,,
the,0,AT,,
freezing,0,AJ,,
nights,0,N,,
of,0,PR,,
the,0,AT,,
coming,0,AJ,,
winter,0,N,,
on,0,PR,,
the,0,AT,,
streets,0,N,,
but,0,CJ,,
perhaps,0,AV,,
permanent,0,AJ,,
homelessness,0,N,,
it,0,PN,,
was,0,V,,
terrible,0,AJ,,
to,0,TO,,
see,0,V,,
the,0,AT,,
situation,1,N,,
being,0,V,,
exploited,1,V,,
for,0,PR,,
a,0,AT,,
joke,0,N,,
by,0,PR,,
your,0,DP,,
advertisement,0,N,,
Just,0,AV,,
the,0,AT,,
thing,1,N,,
now,0,AV,,
the,0,AT,,
evenings,0,N,,
are,0,V,,
drawing+in,1,V + AV,,
During,0,PR,,
the,0,AT,,
journey,0,N,,
East,0,N,,
German,0,AJ,,
officials,0,N,,
will,0,V,,
enter,0,V,,
the,0,AT,,
train,0,N,,
and,0,CJ,,
collect,0,V,,
all,0,DT,,
East,0,N,,
German,0,AJ,,
passports,0,N,,
Provided,0,CJ,,
their,0,DP,,
behaviour,0,N,,
was,0,V,,
sportsmanlike,0,AJ,,
and,0,CJ,,
safe,0,AJ,,
oarsmen,0,N,,
found,1,V,,
only,0,AV,,
encouragement,0,N,,
and,0,CJ,,
humour,0,N,,
from,1,PR,,
a,0,AT,,
President,0,N,,
who,0,PN,,
was,0,V,,
always,0,AV,,
among,0,PR,,
them,0,PN,,
Plough,0,V,,
Kenton,0,N,,
Kenton,0,N,,
Rd,0,N,,
Harrow,0,N,,
907,0,CR,,
2498,0,CR,,
9pm,0,AV,,
£3.50,0,N,,
Losing,1,N,,
was,0,V,,
one,0,CR,,
thing,1,N,,
but,0,CJ,,
to,0,TO,,
lose,1,V,,
as,0,AV,,
spinelessly,1,AV,,
as,0,CJ,,
the,0,AT,,
Welsh,0,AJ,,
XV,0,CR,,
did,0,V,,
to,1,PR,,
Bridgend,0,N,,
on,1,PR,,
Saturday,0,N,,
was,0,V,,
to,0,TO,,
add,1,V,,
insult,0,N,,
to,1,PR,,
severely,0,AV,,
injured,1,AJ,,
pride,0,N,,
Others,0,N,,
are,0,V,,
not,0,XX,,
so,0,AV,,
well+informed,0,AV + V,,
The,0,AT,,
hero,0,N,,
Francis,0,N,,
Mayne,0,N,,
is,0,V,,
suffering,0,V,,
from,1,PR,,
the,0,AT,,
adolescent,0,N,,
emotional,0,AJ,,
confusion,0,N,,
and,0,CJ,,
acute,0,AJ,,
self-consciousness,0,N,,
So,0,AV,,
of+course,0,AV,,
does,0,V,,
alcohol,0,N,,
itself,0,PN,,
From,0,PR,,
MARC,0,N,,
CHAMPION,0,N,,
in,0,PR,,
Washington,0,N,,
So,0,AV,,
they,0,PN,,
should,0,V,,
and,0,CJ,,
when,0,CJ,,
the,0,AT,,
list,0,N,,
of,0,PR,,
necessities,0,N,,
is,0,V,,
securely,1,AV,,
written+down,0,V + AV,,
you,0,PN,,
can,0,V,,
ask,0,V,,
the,0,AT,,
second,0,OR,,
question,0,N,,
How,0,AV,,
do,0,V,,
I,0,PN,,
want,0,V,,
this,1,DT,,
garden,0,N,,
to,0,TO,,
feel,1,V,,
Pub,0,N,,
landlords,0,N,,
are,0,V,,
usually,0,AV,,
only,0,AV,,
too,0,AV,,
happy,0,AJ,,
to,0,TO,,
provide,0,V,,
free,1,AJ,,
accommodation,0,N,,
Other,0,AJ,,
British,0,AJ,,
towns,0,N,,
Croydon,0,N,,
and,0,CJ,,
Southampton,0,N,,
among,1,PR,,
them,0,PN,,
are,0,V,,
also,0,AV,,
considering,1,V,,
modern,0,AJ,,
tramways,0,N,,
There,0,EX,,
are,0,V,,
three,0,CR,,
key,0,AJ,,
causes,0,N,,
of,0,PR,,
the,0,AT,,
shambles,1,N,,
Mr,0,N,,
Kenneth,0,N,,
Clarke,0,N,,
the,0,AT,,
failure,0,N,,
to,0,TO,,
separate,1,V,,
emergency,0,N,,
from,1,PR,,
non-emergency,0,N,,
work,0,N,,
and,0,CJ,,
the,0,AT,,
Whitley,0,N,,
Council,0,N,,
negotiating,1,N,,
machinery,1,N,,
The,0,AT,,
Health,0,N,,
Secretary,0,N,,
accused,1,V,,
the,0,AT,,
unions,0,N,,
of,0,PR,,
posturing,1,V,,
and,0,CJ,,
pretending,1,V,,
to,0,TO,,
run,1,V,,
a,0,AT,,
999,0,CR,,
service,0,N,,
yesterday,0,AV,,
George,0,N,,
Graham,0,N,,
was,0,V,,
not,0,XX,,
amused,0,AJ,,
He,0,PN,,
was,0,V,,
awarded,1,V,,
honorary,0,AJ,,
degrees,1,N,,
by,0,PR,,
Algiers,0,N,,
Glasgow,0,N,,
and,0,CJ,,
Oxford,0,N,,
Its,0,DP,,
two,0,CR,,
main,0,AJ,,
slogans,0,N,,
repeated,0,V,,
countless,0,AJ,,
times,0,N,,
in,1,PR,,
the,0,AT,,
directives,0,N,,
issued,1,V,,
by,0,PR,,
the,0,AT,,
underground,1,AJ,,
leadership,0,N,,
are,0,V,,
freedom,1,N,,
and,0,CJ,,
independence,0,N,,
Harsh,1,AJ,,
measures,1,N,,
putting,1,V,,
an,0,AT,,
entire,0,AJ,,
community,0,N,,
under,1,PR,,
an,0,AT,,
absolute,0,AJ,,
curfew,0,N,,
for,1,PR,,
a,0,AT,,
continuous,1,AJ,,
lengthy,0,AJ,,
period,0,N,,
of,1,PR,,
time,0,N,,
demolishing,0,V,,
homes,0,N,,
uprooting,0,V,,
olive,0,AJ,,
or,0,CJ,,
citrus,0,AJ,,
trees,0,N,,
physical,0,AJ,,
intimidation,0,N,,
and,0,CJ,,
terror,0,N,,
tactics,0,N,,
employed,1,V,,
by,0,PR,,
raiding,0,V,,
army,0,N,,
units,0,N,,
shooting,0,V,,
killing,0,V,,
cutting+off,1,V + PR,,
water+supplies,0,N + N,,
or,0,CJ,,
electricity,0,N,,
and,0,CJ,,
telephone,0,N,,
links,1,V,,
to,0,PR,,
villages,0,N,,
or,0,CJ,,
towns,0,N,,
mass,0,AJ,,
arrests,0,N,,
intimidatory,0,AJ,,
interrogation,0,N,,
techniques,0,N,,
can,0,V,,
either,0,AV,,
create,0,V,,
a,0,AT,,
temporary,0,AJ,,
lull,0,N,,
or,0,CJ,,
activate,2,V,,
an,0,AT,,
eruption,2,N,,
The,0,AT,,
offices,0,N,,
of,1,PR,,
R,0,ZZ,,
and,0,CJ,,
B.,0,N,,
Lettings,0,N,,
are,0,V,,
now,0,AV,,
up,1,AV,,
for,1,PR,,
sale,0,N,,
Not,0,XX,,
a,0,AT,,
sign,1,N,,
of,1,PR,,
spring,0,N,,
had,0,V,,
yet,0,AV,,
penetrated,1,V,,
this,1,DT,,
secret,0,AJ,,
valley,0,N,,
but,0,CJ,,
another,0,DT,,
month,0,N,,
would,0,V,,
put,1,V,,
that,1,DT,,
right,0,AJ,,
It,0,PN,,
does,0,V,,
not,0,XX,,
matter,0,V,,
whether+or+not,0,CJ,,
DRG,0,N,,
makes,1,V,,
sellotape,0,N,,
or,0,CJ,,
Basildon,0,N,,
Bond,0,N,,
it,0,PN,,
's,0,V,,
of,0,PR,,
no,0,AT,,
consequence,0,N,,
to,1,PR,,
anybody,0,PN,,
if,0,CJ,,
somebody,0,PN,,
else,0,AV,,
makes,0,V,,
them,0,PN,,
In,0,PR,,
his,0,DP,,
minute,0,N,,
inaccessible,0,AJ,,
capital,0,N,,
which,0,DT,,
today,0,AV,,
has,1,V,,
only,0,AV,,
15,0,CR,,
inhabitants,0,N,,
Nicholas,0,N,,
erected,0,V,,
a,0,AT,,
miniature,0,AJ,,
European,0,AJ,,
court,0,N,,
and,0,CJ,,
an,0,AT,,
exquisitely,0,AV,,
furnished,0,AJ,,
Victorian,0,AJ,,
palace,0,N,,
FISA,0,N,,
was,0,V,,
then,0,AV,,
a,0,AT,,
relatively,0,AV,,
unimportant,0,AJ,,
body,1,N,,
which,0,DT,,
organised,1,V,,
European,0,AJ,,
and,0,CJ,,
other,0,AJ,,
championships,0,N,,
and,0,CJ,,
participated,1,V,,
in,1,PR,,
the,0,AT,,
running,1,N,,
of,0,PR,,
Olympic,0,AJ,,
regattas,0,N,,
In+spite+of,0,PR,,
his,0,DP,,
gift,0,N,,
to,1,PR,,
the,0,AT,,
sport,0,N,,
Keller,0,N,,
was,0,V,,
anxious,0,AJ,,
not,0,XX,,
to,0,TO,,
abuse,1,V,,
his,0,DP,,
status,0,N,,
as,0,CJ,,
President,0,N,,
and,0,CJ,,
never,0,AV,,
went,0,V,,
to,0,PR,,
a,0,AT,,
rowing,0,N,,
event,0,N,,
unless,0,CJ,,
invited,0,V,,
The,0,AT,,
village,0,N,,
is,0,V,,
a,0,AT,,
fantastic,1,AJ,,
institution,0,N,,
and,0,CJ,,
they,0,PN,,
make,1,V,,
people,0,N,,
happier,0,AJ,,
Employment,0,N,,
in,1,PR,,
agriculture,0,N,,
still,0,AV,,
the,0,AT,,
main,0,AJ,,
rural,0,AJ,,
industry,0,N,,
fell,1,V,,
from,1,PR,,
over,1,AV,,
a,0,AT,,
million,0,CR,,
in,1,PR,,
the,0,AT,,
mid-Sixties,0,CR,,
to,1,PR,,
under,1,AV,,
100,0,CR,,
now,0,AV,,
Had,0,V,,
either,0,AV,,
of,0,PR,,
the,0,AT,,
teams,0,N,,
won,1,V,,
they,0,PN,,
would,0,V,,
have,0,V,,
taken,1,V,,
the,0,AT,,
League,0,N,,
leadership,1,N,,
But,0,CJ,,
Dr,0,N,,
Runcie,0,N,,
ideas,0,N,,
of,0,PR,,
a,0,AT,,
limited,0,AJ,,
primacy,0,N,,
recognising,0,V,,
the,0,AT,,
Pope,0,N,,
as,0,PR,,
a,0,AT,,
central,1,AJ,,
figure,0,N,,
in,1,PR,,
the,0,AT,,
Christian,0,AJ,,
Church,0,N,,
who,0,PN,,
would,0,V,,
exercise,1,V,,
a,0,AT,,
primacy,0,N,,
for,0,PR,,
the,0,AT,,
sake,0,N,,
of,0,PR,,
unity,0,N,,
and,0,CJ,,
mission,0,N,,
have,0,V,,
been,0,V,,
rejected,0,V,,
as,0,CJ,,
insufficient,0,AJ,,
by,0,PR,,
the,0,AT,,
Pope,0,N,,
Stack,1,V,,
emissions,0,N,,
of,0,PR,,
PCBs,0,N,,
were,0,V,,
below,1,PR,,
the,0,AT,,
American,0,AJ,,
standard,1,N,,
for,0,PR,,
breathing,0,V,,
air,0,N,,
1,0,CR,,
times,0,N,,
lower,1,AV,,
than,0,CJ,,
the,0,AT,,
British,0,AJ,,
equivalent,0,N,,
The,0,AT,,
sales,0,N,,
combine,1,V,,
items,0,N,,
of,0,PR,,
charm,1,N,,
at,1,PR,,
fairly,0,AV,,
accessible,1,AJ,,
prices,0,N,,
with,0,PR,,
some,0,DT,,
rare,0,AJ,,
treasures,0,N,,
aimed,1,V,,
at,1,PR,,
big-time,0,AJ,,
collectors,0,N,,
That,1,DT,,
is,0,V,,
not,0,XX,,
thirst,0,N,,
Precisely,0,AV,,
next,0,OR,,
door,0,N,,
to,0,PR,,
this,1,DT,,
is,0,V,,
a,0,AT,,
restaurant,0,N,,
called,0,V,,
The,0,AT,,
Great,0,AJ,,
House,0,N,,
Scott,0,N,,
first,0,OR,,
venture,0,N,,
into,1,PR,,
this,1,DT,,
unlikely,0,AJ,,
field,1,N,,
of,0,PR,,
design,0,N,,
was,0,V,,
at,0,PR,,
Battersea,0,N,,
where,0,AV,,
in,1,PR,,
1930,0,CR,,
he,0,PN,,
was,0,V,,
wheeled+in,0,V + AV,,
as,0,PR,,
a,0,AT,,
famous,0,AJ,,
knighted,0,AJ,,
architect,0,N,,
by,0,PR,,
the,0,AT,,
London,0,N,,
Power,1,N,,
Company,0,N,,
to,0,TO,,
try,0,V,,
to,0,TO,,
make,1,V,,
acceptable,0,AJ,,
the,0,AT,,
coal-fired,0,AJ,,
monster,0,N,,
power+station,0,N + N,,
to,1,PR,,
which,0,DT,,
the,0,AT,,
residents,0,N,,
of,0,PR,,
Chelsea,0,N,,
and,0,CJ,,
Westminster,0,N,,
were,0,V,,
taking,1,V,,
strong,1,AJ,,
exception,0,N,,
So,0,AV,,
do,0,V,,
the,0,AT,,
Chinese,0,AJ,,
press,0,N,,
statements,0,N,,
asserting,1,V,,
that,0,CJ,,
Hong,0,N,,
Kong,0,N,,
is,0,V,,
entirely,0,AV,,
a,0,AT,,
business,0,N,,
between,1,PR,,
China,0,N,,
and,0,CJ,,
Britain,0,N,,
and,0,CJ,,
should,0,V,,
not,0,XX,,
be,0,V,,
discussed,0,V,,
formally,0,AV,,
or,0,CJ,,
informally,0,AV,,
at,1,PR,,
any,0,DT,,
international,0,AJ,,
forum,1,N,,
For,0,PR,,
Mrs,0,N,,
Bujok,0,N,,
it,0,PN,,
was,0,V,,
argued,0,V,,
that,0,CJ,,
the,0,AT,,
1936,0,CR,,
Act,0,N,,
was,0,V,,
designed,1,V,,
to,0,TO,,
secure,1,V,,
in,1,PR,,
the,0,AT,,
interests,1,N,,
of,0,PR,,
the,0,AT,,
community,1,N,,
at+large,0,AV,,
that,0,DT,,
statutory,0,AJ,,
nuisances,0,N,,
did,0,V,,
not,0,XX,,
exist,0,V,,
He,0,PN,,
finds+out,0,V + AV,,
what,0,DT,,
the,0,AT,,
needs,0,N,,
of,0,PR,,
the,0,AT,,
business,0,N,,
are,0,V,,
and,0,CJ,,
prescribes,2,V,,
the,0,AT,,
cure,2,N,,
Crucial,0,AJ,,
to,1,PR,,
the,0,AT,,
development,0,N,,
process,0,N,,
is,0,V,,
the,0,AT,,
relationship,0,N,,
built+up,1,V + AV,,
between,1,PR,,
the,0,AT,,
analyst,0,N,,
and,0,CJ,,
the,0,AT,,
user,0,N,,
It,0,PN,,
would,0,V,,
further,1,AV,,
naturalise,2,V,,
and,0,CJ,,
legitimise,0,V,,
the,0,AT,,
evolving,2,AJ,,
skeletal,2,AJ,,
form,1,N,,
of,1,PR,,
Palestinian,0,AJ,,
independence,0,N,,
Howard,0,N,,
Keizner,0,N,,
of,1,PR,,
Landlords,0,N,,
said,0,V,,
There,0,EX,,
were,0,V,,
a,0,AT,,
lot,1,N,,
of,1,PR,,
complications,0,N,,
with,1,PR,,
this,1,DT,,
particular,0,AJ,,
letting,0,N,,
and,0,CJ,,
management,0,N,,
The,0,AT,,
theory,0,N,,
is,0,V,,
that,0,CJ,,
its,0,DP,,
internal,0,AJ,,
air+pocket,0,N + N,,
will,0,V,,
bounce,2,V,,
back,1,AV,,
the,0,AT,,
dolphin,0,N,,
sonar,0,N,,
signal,0,N,,
regardless,0,AV,,
of,0,PR,,
the,0,AT,,
direction,0,N,,
of,0,PR,,
approach,0,N,,
If,0,CJ,,
he,0,PN,,
had,0,V,,
taken,1,V,,
his,0,DP,,
own,0,DT,,
rule,0,N,,
seriously,0,AV,,
he,0,PN,,
would,0,V,,
have,0,V,,
found+out,0,V + AV,,
that,0,CJ,,
DRG,0,N,,
has,0,V,,
a,0,AT,,
very,0,AV,,
modest,1,AJ,,
self-service,0,AJ,,
canteen,0,N,,
at,0,PR,,
its,0,DP,,
Bristol,0,N,,
head,1,AJ,,
office,0,N,,
From,0,PR,,
MR,0,N,,
DENIS,0,N,,
MacSHANE,0,N,,
Labour,0,N,,
law,0,N,,
will,0,V,,
always,0,AV,,
reflect,1,V,,
the,0,AT,,
balance,1,N,,
of,0,PR,,
power,1,N,,
in,1,PR,,
society,0,N,,
and,0,CJ,,
a,0,AT,,
fully+fledged,1,AV + AJ,,
labour,0,N,,
court,0,N,,
system,1,N,,
will,0,V,,
not,0,XX,,
remove,1,V,,
class,0,N,,
and,0,CJ,,
fundamental,0,AJ,,
employer-employee,0,AJ,,
differences,0,N,,
From,0,PR,,
there,0,AV,,
like,0,PR,,
a,0,AT,,
eyrie,2,N,,
its,2,DP,,
in,2,PR,,
buzzard,2,N,,
he,0,PN,,
would,0,V,,
make,1,V,,
forays,1,N,,
round,0,PR,,
the,0,AT,,
US,0,N,,
and,0,CJ,,
abroad,0,AV,,
in+spite+of,0,PR,,
his,0,DP,,
advanced,1,AJ,,
age,0,N,,
It,0,PN,,
would,0,V,,
also,0,AV,,
be,0,V,,
necessary,0,AJ,,
to,0,TO,,
smash,1,V,,
the,0,AT,,
decrepit,1,AJ,,
effete,1,AJ,,
constitution,1,N,,
that,0,CJ,,
allows,1,V,,
a,0,AT,,
minority,0,N,,
to,0,TO,,
capture,1,V,,
power,1,N,,
and,0,CJ,,
then,0,AV,,
use,1,V,,
it,0,PN,,
ruthlessly,0,AV,,
in,1,PR,,
the,0,AT,,
interests,1,N,,
of,0,PR,,
the,0,AT,,
privileged,0,AJ,,
few,0,DT,,
The,0,AT,,
simple,1,AJ,,
answer,0,N,,
is,0,V,,
that,0,CJ,,
Chelsea,0,N,,
are,0,V,,
in,1,PR,,
a,0,AT,,
FALSE,0,AJ,,
position,1,N,,
and,0,CJ,,
Arsenal,0,N,,
on,1,PR,,
this,1,DT,,
evidence,0,N,,
slightly,0,AV,,
jaded,0,AJ,,
champions,0,N,,
But,0,CJ,,
it,0,PN,,
will,0,V,,
not,0,XX,,
mean,1,V,,
that,0,CJ,,
we,0,PN,,
are,0,V,,
abandoning,1,V,,
them,0,PN,,
And,0,CJ,,
Richard,0,N,,
North,0,N,,
looks,1,V,,
at,1,PR,,
current,0,AJ,,
provisions,0,N,,
for,0,PR,,
the,0,AT,,
destruction,0,N,,
of,0,PR,,
PCBs,0,N,,
and,0,CJ,,
at,1,PR,,
the,0,AT,,
history,0,N,,
of,0,PR,,
British,0,AJ,,
involvement,0,N,,
in,1,PR,,
a,0,AT,,
rather,0,AV,,
uncomfortable,1,AJ,,
growth+industry,0,N + N,,
The,0,AT,,
security+guard,0,N + N,,
at,0,PR,,
the,0,AT,,
entrance,0,N,,
to,0,PR,,
one,0,CR,,
of,0,PR,,
Britain,0,N,,
mightiest,0,AJ,,
hazardous,0,AJ,,
waste,0,N,,
disposal,0,N,,
plants,1,N,,
pressed,0,V,,
a,0,AT,,
button,0,N,,
and,0,CJ,,
the,0,AT,,
gate,0,N,,
opened,0,V,,
A,0,AT,,
grin,0,N,,
In,1,PR,,
1986,0,CR,,
according+to,0,PR,,
Friends,1,N,,
of,0,PR,,
the,0,AT,,
Earth,0,N,,
a,0,AT,,
survey,1,N,,
of,0,PR,,
the,0,AT,,
homes,0,N,,
clustered,0,V,,
on,0,PR,,
the,0,AT,,
surrounding,0,AJ,,
hills,0,N,,
found,1,V,,
that,0,CJ,,
three-quarters,0,CR,,
of,0,PR,,
800,0,CR,,
residents,0,N,,
were,0,V,,
opposed,0,AJ,,
to,1,PR,,
the,0,AT,,
Rechem,0,N,,
plant,1,N,,
Zinc,0,N,,
is,0,V,,
the,0,AT,,
latest,0,AJ,,
lack,0,N,,
of,0,PR,,
it,0,PN,,
supposedly,0,AV,,
causes,0,V,,
a,0,AT,,
range,1,N,,
of,0,PR,,
problems,0,N,,
although,0,CJ,,
little,0,AV,,
scientific,0,AJ,,
evidence,0,N,,
supports,1,V,,
the,0,AT,,
link,1,N,,
It,0,PN,,
will,0,V,,
be,0,V,,
my,0,DP,,
turn,1,N,,
to,0,TO,,
get+in,0,V + AV,,
them,0,PN,,
I,0,PN,,
think,0,V,,
Completion,0,N,,
normally,0,AV,,
takes,1,V,,
place,1,N,,
four,0,CR,,
to,1,PR,,
eight,0,CR,,
weeks,0,N,,
later,0,AV,,
and,0,CJ,,
there,0,EX,,
is,0,V,,
no,0,AT,,
opportunity,0,N,,
for,0,PR,,
second,0,OR,,
thoughts,0,N,,
Of,0,PR,,
the,0,AT,,
