sentence_id,context,DEL,split,examples,10_fold
a3k-fragment11_23,Not surprisingly several estate+agents report difficulties at the moment in attracting enough serious bidders,FALSE,test,,
a3k-fragment11_24,With an auction you 've got to be certain that at+least two buyers are there who can commit themselves and the difficulty is that buyers who can proceed are few and far between said David Phillip a director of Yorkshire estate+agents Dacre Son and Hartley,FALSE,train,,1
a3k-fragment11_25,Bristol and West hopes that by arranging collective auctions it will be able to overcome this problem,FALSE,test,,
a3k-fragment11_26,It is also guaranteeing mortgages at 1 per+cent below the normal interest+rate for endowment or pension-linked policies on several of the houses up for sale an interesting and innovative service for would-be bidders mortgage surveys will already have been undertaken for these houses,FALSE,test,,
a3k-fragment11_27,The building+society will be staffing a mortgage desk at each auction and says buyers could arrange finance there and then subject of+course to proof of income and status,FALSE,test,,
a3k-fragment11_28,Obviously however Bristol and West hopes to hear from interested people in advance if only so it can gauge the likely demand for each property before the auction starts,FALSE,test,,
a3k-fragment11_29,We 're trying to smooth the path for purchasers and streamline the system says Graham Harrison pointing+out that live telephone bidding will also be available for those unable to attend,FALSE,train,,2
a3k-fragment11_30,Holiday+homes and commercial property have been included among the lots to be auctioned,FALSE,test,,
a3k-fragment11_31,Although collective property auctions take place regularly in London often primarily for investors rather+than house-hunters in country areas the more typical auction will be just for one house and as likely as not will take place in a nearby pub or village hall,FALSE,train,,2
a3k-fragment11_32,In fact country auctions are often the nearest many villages get to live theatre,FALSE,test,,
a3k-fragment11_33,The locals come for the entertainment and to see who 's buying into their village observed one auction-goer,FALSE,test,,
a3k-fragment11_34,Pub landlords are usually only too happy to provide free accommodation,FALSE,train,,7
a3k-fragment11_35,It 's very exciting and gets the adrenalin going says David Phillip whose firm usually undertakes auctions in the Otley area,FALSE,test,,
a3k-fragment11_36,Only certain types of property normally come to auction however,FALSE,test,,
a3k-fragment11_37,Traditionally country cottages and houses which have unusual or unique features or are in+need+of a lot of renovation may be auctioned if only because valuation is likely to be difficult,FALSE,test,,
a3k-fragment11_38,Sometimes too houses have to be sold by auction to satisfy the legal requirements of trustees or executors auctions provide adequate proof that the property has been sold at the going market value and protect trustees from future claims of negligence,FALSE,test,,
a3k-fragment11_39,Less happily but for the same reason repossessed houses are often auctioned,FALSE,train,,10
a3k-fragment11_40,Anyone considering selling by auction needs to be aware that the costs involved will be higher,FALSE,test,,
a3k-fragment11_41,Advertising costs and any expenses incurred in hiring premises are normally passed+on by the estate+agents to the vendor whether+or+not the auction results in a sale,FALSE,test,,
a3k-fragment11_42,In+addition agents may charge slightly more commission than usual for a successful sale,FALSE,test,,
a3k-fragment11_43,In Bristol and West forthcoming auctions a set fee of £375 plus VAT will be charged to everyone entering property to sell with its usual agent commission about 2 per+cent plus VAT charged on top when sales are made,FALSE,test,,
a3k-fragment11_44,We accept that we could lose the money we 've paid to go to auction but that 's a risk we 're prepared to take says Julie Widlake,FALSE,test,,
a3k-fragment11_45,The secret of a successful outcome depends partly on setting the right reserve+price a task the auctioneer undertakes in+conjunction+with the seller,FALSE,test,,
a3k-fragment11_46,Normally the reserve is set only days or hours before the auction when the agents will already have a good indication of how much interest has been shown,FALSE,test,,
a3k-fragment11_47,Too high a reserve+price can mean no sale and disappointment all round,FALSE,test,,
a3k-fragment11_48,You need to understand what your clients expectations are beforehand says Graham Harrison of Bristol and West,FALSE,test,,
a3k-fragment11_49,Agents and their clients may also have the dilemma of deciding whether to accept any offers made prior+to the auction,FALSE,test,,
a3k-fragment11_50,Inevitably they do not always get it right,FALSE,test,,
a3k-fragment11_51,Peter Crowther managing director of a Leeds business centre recently bought two semi-detached stone cottages in Bramhope on the outskirts of Leeds at an auction in the village pub,FALSE,test,,
a3k-fragment11_52,"His successful bid was for £190,000 although he had made a higher prior offer which had been turned+down",FALSE,train,,5
a3k-fragment11_53,On the other hand sometimes the drama of the auction and the competition between bidders can have the opposite effect,FALSE,test,,
a3k-fragment11_54,"Another recent auction in Leeds saw a run-down stone farmhouse without water or other amenities finally fall under the hammer for £330,500",FALSE,test,,
a3k-fragment11_55,Success is by+no+means guaranteed at auction says Graham Harrison,FALSE,test,,
a3k-fragment11_56,In a tough market you need to get the programme right the price right and have a little bit of luck,FALSE,test,,
a3k-fragment11_1,Bristol and West Property Services 272 294271 has produced a brochure covering all eight West+Country auctions,FALSE,test,,
a3m-fragment02_2,Design Crossed lines over the toytown tram City transport could soon be back on the right track says Jonathan Glancey,TRUE,test,,
a3m-fragment02_3,By JONATHAN GLANCEY,FALSE,test,,
a3m-fragment02_4,MODERN trams as most continental Europeans know neither shake nor rattle nor do they roll,FALSE,train,example,
a3m-fragment02_5,Sleek solidly built gentle on the environment they are often an ideal form of city transport,TRUE,test,,
a3m-fragment02_6,They also exert a fascination very much of their own as they slither round circuses and brush through old city gates flashing arcs of lightning as they switch tracks on winter nights,FALSE,test,,
a3m-fragment02_7,Single-car articulated or double-decker trams are one of the most reliable and enduring forms of public transport invented,FALSE,test,,
a3m-fragment02_8,The orange-liveried 1500 series trams in Milan for+example date from 1927,FALSE,test,,
a3m-fragment02_9,Eventually they will be replaced but more+than 60 years on they run with the rhythmic reliability of a Swiss watch,FALSE,test,,
a3m-fragment02_10,They are as much a part of Milan as La Scala or the Galleria Vittore Emmanuele,FALSE,test,,
a3m-fragment02_11,Last month it was announced that Britain will get its first new-wave trams in 1991,FALSE,test,,
a3m-fragment02_12,Destined to run in Manchester they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre outlying suburbs and satellite towns of Bury Altrincham Salford Oldham and Rochdale,FALSE,test,,
a3m-fragment02_13,In Britain with the main exception of Blackpool not forgetting the single-deckers of the Isle of Man and Llandudno trams had been largely relegated to the history books,FALSE,train,,5
a3m-fragment02_14,Otherwise the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies,FALSE,test,,
a3m-fragment02_15,Trams disappeared from most British cities in the 1950s,FALSE,test,,
a3m-fragment02_16,London venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952,FALSE,test,,
a3m-fragment02_17,Somehow the image of the tall thin mournful double-deck tram with its wooden body slatted wooden seats and growling electric motor has stuck in the British mind,TRUE,test,,
a3m-fragment02_18,Trams it was believed until surprisingly recently are old-fashioned,FALSE,test,,
a3m-fragment02_19,They had something to do with fish and chips wrapped in newspaper men in hats National Health specs smog and powdered egg,FALSE,test,,
a3m-fragment02_20,They held+up the bright new diesel buses and even worse blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares,TRUE,test,,
a3m-fragment02_21,They picked+up power from a spider+'s+web of unsightly overhead wires,TRUE,test,,
a3m-fragment02_22,They were inflexible in operation draughty and mobile reminders of TB epidemics with the enamelled Do Not Spit signs screwed to their bulkheads,FALSE,test,,
a3m-fragment02_23,But the modern tram could hardly be more different,FALSE,test,,
a3m-fragment02_24,It plays a key role in keeping city streets on the move and is even the object of the best modern designers desire,FALSE,test,,
a3m-fragment02_25,In Milan for+example the commission to design the new generation of Jumbo trams which went into service in 1979 was one that leading Italian architects and designers fought over,FALSE,test,,
a3m-fragment02_26,After all the Jumbo a handsome and imposing articulated unit designed by architect engineer and critic Klaus Giovanni Koenig will be seen on the streets of Milan for the next half-century,FALSE,test,,
a3m-fragment02_27,Spotlessly clean and popular the Jumbo is a long-term advertisement for Koenig design skills,FALSE,test,,
a3m-fragment02_28,The modern tram is a green machine,FALSE,test,,
a3m-fragment02_29,Assuming the power+station at the end of the line burns cleanly the tram is virtually pollution free,FALSE,test,,
a3m-fragment02_30,Standing at traffic+lights a Koenig-designed Jumbo is save+for the chatter inside completely silent,FALSE,test,,
a3m-fragment02_31,The overhead wires are so slight that you have to look hard to see them,FALSE,test,,
a3m-fragment02_32,Powers of acceleration and braking are remarkable the latter far greater than any car,FALSE,test,,
a3m-fragment02_33,But sadly there is no indication that the GMA consortium which will design operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts,FALSE,test,,
a3m-fragment02_34,Artists impressions show a tram that has more in+common+with the flat-faced characterless light trains of the toy-like Docklands Light Railway,TRUE,test,,
a3m-fragment02_35,There is still time for GMA GEC Mowlem Amec and Greater Manchester Buses to consider employing an inspired architect or industrial designer,FALSE,test,,
a3m-fragment02_36,After all Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century,TRUE,test,,
a3m-fragment02_37,Now+that buses are no+longer designed to enhance the streets they serve Manchester has a chance to make a fresh start with its trams,FALSE,test,,
a3m-fragment02_38,Manchester is not alone,FALSE,test,,
a3m-fragment02_39,Other British towns Croydon and Southampton among them are also considering modern tramways,FALSE,train,,7
a3m-fragment02_40,These are all referred to as supertram networks the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors,FALSE,test,,
a3m-fragment02_41,What it really means is that the new trams are a hybrid between street car and lightweight suburban train,FALSE,test,,
a3m-fragment02_42,Although they will slip through the city centre serving the essential parts shopping malls leisure+centres theme parks amusement arcades and museums the Manchester supertrams will also head out+of town on a mix of reserved track and existing railway+lines,FALSE,test,,
a3m-fragment02_43,The supertram is in effect a low-cost replacement for British Rail ageing fleet of suburban diesel multiple-unit trains those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters,FALSE,test,,
a3m-fragment02_44,They will perform some of the same functions but they will not be an exact replacement for traditional trams,FALSE,test,,
a3m-fragment02_1,And although the supertram concept will spread through major cities during the next decade Blackpool will still be alone in its use of traditional double-deckers,FALSE,train,,2
a3p-fragment09_2,The churches built on wool Angela Lambert enjoys the riches at the heart of East Anglia,TRUE,test,,
a3p-fragment09_3,By ANGELA LAMBERT,FALSE,test,,
a3p-fragment09_4,UNTIL six or seven years ago outsiders associated East Anglia with fens flatness and the vanished Edwardian nannies of Frinton,FALSE,test,,
a3p-fragment09_5,Its old churches green fields and long beaches were cherished by the inhabitants of Essex Suffolk Norfolk and Cambridgeshire but not yet on the tourist agenda,FALSE,test,,
a3p-fragment09_6,Today I was told villagers living around the great wool churches of Lavenham and Long Melford have to bar their doors and ignore the knocking of tourists who take them for antique+shops and offer to buy their furniture,FALSE,test,,
a3p-fragment09_7,The tourists are right,FALSE,test,,
a3p-fragment09_8,East Anglia on a sunny weekend is a place of matchless beauty,FALSE,test,,
a3p-fragment09_9,Its villages look too good to be true,FALSE,test,,
a3p-fragment09_10,Lavenham and Long Melford for+example have no telegraph poles to preserve the timeless air that pervades them,FALSE,test,,
a3p-fragment09_11,Yet you only have to read Ronald Blythe Akenfield to realise that these picturesque half-timbered cottages often painted the characteristic Essex pink pale salmon ochre or spring-leaf green are more prosperous now than ever in the real past,FALSE,test,,
a3p-fragment09_12,Many are still elaborately decorated with pargeting an ornate patterned plasterwork practised in this area since the early thirteenth century,FALSE,test,,
a3p-fragment09_13,Most of East Anglia prosperity today is due+to City commuters the second-homes market and tourism,FALSE,test,,
a3p-fragment09_14,The ideal hotel from which to explore is Dedham Hall set among tall trees in the Vale of Dedham looking directly across towards Dedham church on one side and Flatford Mill on the other both painted by Constable,FALSE,test,,
a3p-fragment09_15,The hotel lies in five acres of fields and garden and the Slingos who own it make the most of their beautiful surroundings by running painting courses for about £200 a week including breakfast and dinner or £90 for a long weekend,FALSE,train,example,
a3p-fragment09_16,These are so popular that you will need to book at+least a couple of months in advance,FALSE,test,,
a3p-fragment09_17,The other great joy of Dedham Hall is the food,FALSE,test,,
a3p-fragment09_18,The Slingos have their own vegetable garden chickens ducks sheep and cows,FALSE,train,,5
a3p-fragment09_19,Everything is home-grown home-made and fresh it tastes like forgotten food,FALSE,test,,
a3p-fragment09_20,If Dedham Hall is fully booked and it may well be try the best bed-and-breakfast we have ever found just a few miles away at the Old Vicarage Higham near Colchester,FALSE,train,,4
a3p-fragment09_21,It is a rambling Tudor house run by John and Margaret Parker whose breakfast room and drawing+room look out over a wonderful walled garden beyond which fields of grazing cows stretch down to the river,FALSE,test,,
a3p-fragment09_22,Another hotel that would make a good starting+point for a weekend or longer in East Anglia is the Black Lion at Long Melford,FALSE,test,,
a3p-fragment09_23,It changed hands recently and is now run by Stephen and Janet Errington,FALSE,test,,
a3p-fragment09_24,After dinner there when the moon was full and low and deep orange we walked up the road from the hotel to Long Melford church,FALSE,test,,
a3p-fragment09_25,Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat sleek and black as tar greeted us querulously and led us right round the church and through the gravestones at the back glimmering and pale in the moonlight,FALSE,test,,
a3p-fragment09_26,We were quite alone and the great church the size of a cathedral was unearthly in its floodlit moonlit beauty,FALSE,test,,
a3p-fragment09_27,Long Melford is one of the wool churches that commemorate the wealth of East Anglia in the fifteenth and sixteenth centuries,FALSE,test,,
a3p-fragment09_28,Another is at Lavenham 10 minutes drive up the road,FALSE,test,,
a3p-fragment09_29,Just inside the front porch a handwritten book is prefaced with the words This book has been compiled that something more than their mere names may be known of the Lavenham men who gave their lives for their country in the Great War,FALSE,test,,
a3p-fragment09_30,This is followed by 50 or so names each with a description,FALSE,test,,
a3p-fragment09_31,The much-thumbed book is deeply moving and sets the tone for a walk round this glorious building which has seen the christenings marriages and burials of the folk of the village for more+than 600 years,FALSE,test,,
a3p-fragment09_32,East Anglia is exceptionally rich in churches and cathedrals,FALSE,test,,
a3p-fragment09_33,There are several splendid houses near Long Melford that would make for a gentle afternoon potter through the rooms and possessions of the rich of a few centuries ago,FALSE,test,,
a3p-fragment09_34,The loveliest to my mind is Melford Hall whose charming octagonal Jacobean gatehouse is reached along an avenue of clipped yew trees and with its high windows flooding the octagon with light is my fantasy of the ideal study,FALSE,train,,4
a3p-fragment09_35,Lavenham is often called the finest medieval village in England,FALSE,test,,
a3p-fragment09_36,It is an image of the world we have lost its gently sloping streets converging upon the market+place,FALSE,test,,
a3p-fragment09_37,Here stand the early sixteenth-century timbered Guildhall now a museum to 700 years of the cloth industry,FALSE,test,,
a3p-fragment09_38,Next+to it is The Little Hall dating from the fourteenth century with its floorboards gleaming with the patina of age low-beamed ceilings and a tiny unruly charming walled garden,TRUE,test,,
a3p-fragment09_39,Precisely next door to this is a restaurant called The Great House,FALSE,train,,8
a3p-fragment09_40,Here in the cool pretty setting of the dining room that was once Stephen Spender you will be served an exquisite three-course lunch for £9.50 £6 for children,FALSE,test,,
a3p-fragment09_41,The wine list is small but perfectly chosen,FALSE,test,,
a3p-fragment09_42,The service is impeccable,FALSE,test,,
a3p-fragment09_43,East Anglia has bookshops filled with titles like 101 Things For A Boy To Do,FALSE,test,,
a3p-fragment09_44,Constable landscapes,FALSE,test,,
a3p-fragment09_45,Gainsborough house to say nothing of huge grey sweeps of empty beach from which at Aldeburgh you can buy goggle-eyed skate direct from the fishing boats as they come out+of the water,FALSE,test,,
a3p-fragment09_46,It has Colchester oysters,FALSE,test,,
a3p-fragment09_47,It has Ely Cathedral its great green windows casting a translucent light across the Lady Chapel,FALSE,test,,
a3p-fragment09_1,With all this small wonder it also has tourists,FALSE,test,,
a4d-fragment02_2,A prayer for the brick cathedral facing St Paul Bankside Power+Station is a masterpiece worth preserving Gavin Stamp argues,TRUE,test,,
a4d-fragment02_3,By GAVIN STAMP,FALSE,test,,
a4d-fragment02_4,FROM the top of the dome of St Paul Cathedral the view is no+longer dominated by City church steeples but by an intrusive cacophony of drab characterless Sixties boxes,TRUE,test,,
a4d-fragment02_5,One building stands+out in this dispiriting panorama of post-war mediocrity a dark powerful mass of brickwork with a tall central tower that stands right across the Thames from Wren dome,TRUE,test,,
a4d-fragment02_6,This is not an office+block nor a church although its sublime form might suggest that its architect was adept at designing cathedrals,FALSE,test,,
a4d-fragment02_7,It is in fact the now redundant oil-fired electric power+station that sits on Bankside next+to the site of Sam Wanamaker new Globe Theatre,FALSE,test,,
a4d-fragment02_8,Bankside Power+Station should never have been built,FALSE,test,,
a4d-fragment02_9,Its architect had spent the war years with fellow Royal Academicians planning the orderly and spacious London of the future free of smoke and industry,FALSE,test,,
a4d-fragment02_10,But when asked in 1947 to replace an old dirty power+station that had been on the site since 1891 he soon forgot such idealism and like any architect was glad to have the job,FALSE,test,,
a4d-fragment02_11,The project was controversial and the power+station was only permitted providing the smoke was clean and the building did not challenge the visual dominance of St Paul,FALSE,test,,
a4d-fragment02_12,So the single chimney rose only to 325ft some 45ft below the height of the cross above the cathedral,FALSE,test,,
a4d-fragment02_13,The irony is that had the tower been higher and had the teak scrubbers been less efficient the smoke would have gone straight up into the air,FALSE,train,,3
a4d-fragment02_14,As it was the smokeless shimmer of vapour was so cooled by cleaning that it drifted across the river to cause mischief with the leadwork on Wren great dome,FALSE,test,,
a4d-fragment02_15,Bankside Power Station+should not have been built,FALSE,test,,
a4d-fragment02_16,But as it was built it should not now be demolished,FALSE,test,,
a4d-fragment02_17,That is because it is a magnificent structure the supreme architectural expression of the heroic monumental phase of power+station design and the creation of a great architect,FALSE,test,,
a4d-fragment02_18,Bankside was the work of Sir Giles Gilbert Scott OM the architect of Liverpool Anglican Cathedral the rebuilt House of Commons and some of the last vital products of the Gothic Revival,FALSE,test,,
a4d-fragment02_19,He was a designer of extraordinary versatility being responsible for the standard traditional red telephone kiosk Waterloo Bridge and several power+stations,FALSE,test,,
a4d-fragment02_20,Bankside represents the fullest realisation of his industrial aesthetic,FALSE,test,,
a4d-fragment02_21,Scott first venture into this unlikely field of design was at Battersea where in 1930 he was wheeled+in as a famous knighted architect by the London Power Company to try to make acceptable the coal-fired monster power+station to which the residents of Chelsea and Westminster were taking strong exception,FALSE,train,,8
a4d-fragment02_22,This was a brilliant move,FALSE,test,,
a4d-fragment02_23,Scott was so successful in styling the building in fine brickwork with jazz-modern fluting as John Betjeman called it that when the Battersea A station was opened in 1934 it was widely acclaimed as a supremely successful modern treatment of a building type that seemed quintessentially twentieth century,FALSE,test,,
a4d-fragment02_24,When in 1939 The Architects Journal conducted a survey to find what were considered the best modern buildings in Britain Battersea was placed second and was the favourite of such unlikely celebrities as Sir Kenneth Clark Rebecca West and Charles Laughton,FALSE,test,,
a4d-fragment02_25,Scott was so pleased with the style he had evolved at Battersea a treatment that humanised industrial forms without denying their function that he also used it on the Guinness Factory at Park Royal west London,FALSE,train,,5
a4d-fragment02_26,At Battersea Scott could not alter the basic design of the building and he much disliked the upturned table appearance created by the four corner chimneys,TRUE,test,,
a4d-fragment02_27,At Bankside however he was able to persuade the engineers Mott Hay - Anderson to gather all the flues into a single slender tower or campanile,FALSE,test,,
a4d-fragment02_28,As a result he was able to create a symmetrical monumental composition of great power,TRUE,test,,
a4d-fragment02_29,As at all his power+stations Scott faced the building in a fine Worcestershire brick that has weathered to a lovely pinky-brown,FALSE,test,,
a4d-fragment02_30,But there is nothing homely about the general effect,FALSE,test,,
a4d-fragment02_31,Vast overlapping planes of brickwork are modelled with careful set-backs and subtle bands of detail,FALSE,test,,
a4d-fragment02_32,The result is an expression of the monumental aesthetic of the early twentieth century with strong American overtones,FALSE,test,,
a4d-fragment02_33,When the campanile is seen from a distance it seems to belong to some strange Expressionist church one has not noticed before,FALSE,test,,
a4d-fragment02_34,Not for nothing were such power+stations described as brick cathedrals Bankside is the finest manifestation of this tradition,TRUE,test,,
a4d-fragment02_35,Now it is redundant,FALSE,test,,
a4d-fragment02_36,Smoke shimmers no+longer from the tall tower,FALSE,test,,
a4d-fragment02_37,But Bankside is nevertheless a sound structure which like the best mills of the Industrial Revolution is well worth preserving and is perfectly capable of adaptation for a new commercial use,FALSE,test,,
a4d-fragment02_38,Such re-use is of+course much encouraged by a building being listed something which until recently was not possible with architecture of so recent a date,FALSE,test,,
a4d-fragment02_39,Two years ago however the Department of the Environment at+last began the listing of post-war buildings in England that were more+than 30 years old,FALSE,test,,
a4d-fragment02_40,Bracken House the former home of the Financial Times became the first candidate and English Heritage then submitted some 70 recommendations to the Department of the Environment these included Bankside,FALSE,test,,
a4d-fragment02_41,This however was too much for the Government and using the excuse that public opinion was not yet ready to accept the protection of many unpopular modern buildings Lord Caithness the Minister of State for the Environment arbitrarily whittled+down English Heritage list to 18 buildings excluding Bankside although it represented a more traditional approach in the Fifties to the now-unfashionable Modern Movement,FALSE,test,,
a4d-fragment02_42,However Caithness himself stated that this first selection was in no way a definitive list,FALSE,test,,
a4d-fragment02_43,I have no doubt that others will be added,FALSE,train,,6
a4d-fragment02_44,The important thing is that the Thirty Year Rule is in force and that we can respond to developing perceptions of our times,FALSE,test,,
a4d-fragment02_45,Earlier this year in my capacity as chairman of the Thirties Society I asked Caithness successor Virginia Bottomley to reconsider English Heritage recommendation of Bankside for listing,FALSE,test,,
a4d-fragment02_46,My argument was that as Michael Heseltine had so boldly listed Battersea Power+Station in 1980 it was illogical not to protect a much finer and more complete industrial work by the same architect,FALSE,test,,
a4d-fragment02_47,Furthermore the listing of Battersea had ensured the building survival for conversion to a new use in that case as an entertainment centre which the Prime Minister herself had praised and inaugurated,TRUE,test,,
a4d-fragment02_48,After two months silence I was informed that ministers stood by their decision,FALSE,test,,
a4d-fragment02_49,I wrote+back asking the reasons for this pointing+out that if any large modern power+station deserved to be listed it was Bankside,FALSE,test,,
a4d-fragment02_50,I have received no satisfactory reply,FALSE,test,,
a4d-fragment02_51,Of+course I know perfectly well why the Department of the Environment declines to list it,FALSE,test,,
a4d-fragment02_52,Listed building procedures might impede the full commercial realisation of the site when the electricity industry is privatised,FALSE,test,,
a4d-fragment02_53,Furthermore British Rail has its eyes on the Bankside site for bringing up the spoil from the tunnel for Channel traffic which it is so absurdly driving under the middle of London at astronomical cost,FALSE,test,,
a4d-fragment02_54,Listing in theory is an objective assessment of architectural or historical importance which does not necessarily prevent demolition,FALSE,test,,
a4d-fragment02_1,In the case of Bankside Power+Station the ultimate temple of power and a masterpiece of industrial architecture by a major twentieth-century British architect our historic building system is being perverted for purely political reasons,TRUE,test,,
a5e-fragment06_2,MUSICALS / Bows of Holly Mark Steyn reviews London latest musical biography Buddy at The Victoria Palace,FALSE,test,,
a5e-fragment06_3,By MARK STEYN,FALSE,test,,
a5e-fragment06_4,THE TEXANS drawl Y'all blacks go Yo Hispanics leer Hey ameeeeeeeego,FALSE,test,,
a5e-fragment06_5,And towering above these stage cliches is of+course the driven genius whose music can not be stemmed by the forces of reaction,FALSE,test,,
a5e-fragment06_6,Who is it this time,FALSE,test,,
a5e-fragment06_7,Wagner Glenn Miller Jason Donovan,FALSE,test,,
a5e-fragment06_8,No matter only the accents change and the pants here the squares wear slacks the good+guys blue-jeans,FALSE,test,,
a5e-fragment06_9,Warned not to sing rock'n'roll on a cw station Buddy Holly insists I got ta play ma music,FALSE,test,,
a5e-fragment06_10,Misunderstood by Decca Records he maintains I wan na play ma music ma way,FALSE,train,,1
a5e-fragment06_11,Even when the hits start he 's not content,FALSE,test,,
a5e-fragment06_12,We got ta take our music more serious he tells the Crickets who remain unconvinced,FALSE,test,,
a5e-fragment06_13,You got money you got fame he pleads what you want to booze for,FALSE,test,,
a5e-fragment06_14,Booze,FALSE,test,,
a5e-fragment06_15,We 're midway through Act II and a solitary six-pack has yet to hove into view,FALSE,test,,
a5e-fragment06_16,But this is a plot development the plot development and if it involves turning a couple of Aled Jones types into Oliver Reeds why let logic get in the way,TRUE,test,,
a5e-fragment06_17,As it happens there is a kind of logic behind Buddy,FALSE,test,,
a5e-fragment06_18,The most common reason for a biomusical is opportunism take a star like Judy Garland or John Lennon and you pick+up a hit title and a hit score ready-made,FALSE,test,,
a5e-fragment06_19,Now Alan Janes play matches the well-loved songs with equally well-loved dialogue in a K-Tel Golden Greats collection of Dramatists Reliables,FALSE,test,,
a5e-fragment06_20,Choke+up at The Price Of Fame I give em everything and they stick a knife in my back,FALSE,test,,
a5e-fragment06_21,Fight+back those tears at The Inevitable Parting You and me boy I reckon we 've come to the end of our road,FALSE,test,,
a5e-fragment06_22,Marvel at The Little Woman Behind The Man I 'd like to sing a song fer a special girlfriend who 's kinda important to me,FALSE,test,,
a5e-fragment06_23,The justification for this is authenticity,FALSE,test,,
a5e-fragment06_24,All that happens in the play is based on fact Janes pledges solemnly in the programme notes,FALSE,test,,
a5e-fragment06_25,As we know truth is often stranger than fiction,FALSE,test,,
a5e-fragment06_26,Often,FALSE,train,example,
a5e-fragment06_27,Most of us prefer to watch Dallas than our neighbours home-movies because when it comes+down+to it we know that truth is generally a+lot duller than fiction,FALSE,test,,
a5e-fragment06_28,Occasionally though a dramatist will uncover someone with an interesting story regardless of how unknown or vaguely remembered the subject is,FALSE,test,,
a5e-fragment06_29,How many of us can now recall the real Maria von Trapp or Fanny Brice,FALSE,test,,
a5e-fragment06_30,They live only through The Sound Of Music and Funny Girl,FALSE,test,,
a5e-fragment06_31,Buddy Holly comes somewhere between the subjects of those and more parasitic biographies,FALSE,test,,
a5e-fragment06_32,His records are still played but his personality unexposed through movies or extensive TV interviews is almost entirely unknown,FALSE,test,,
a5e-fragment06_33,It is in theory the best of both worlds except+that Buddy Holly by all accounts was not terribly interesting,FALSE,test,,
a5e-fragment06_34,He was born in Lubbock married a nice Spanish girl and died young in a plane crash in 1959,FALSE,test,,
a5e-fragment06_35,All that counts are the records a rhythmically unusual Tex-Mex fusion of rock'n'roll and older western elements pioneering what became the standard pop instrumentation of two guitars bass and drums,FALSE,test,,
a5e-fragment06_36,The lyrics are another matter,FALSE,test,,
a5e-fragment06_37,Of the two prototype rock songwriters it 's the more worldly Chuck Berry you turn to for the authentic picture of teenage pleasures in Eisenhower America Gon na write a little letter Gon na mail it to my local deejay,FALSE,train,,9
a5e-fragment06_38,Or Cruising and playing the radio With no particular place to go,FALSE,test,,
a5e-fragment06_39,Berry songs are plausible emblems of rock'n'roll rebellion or at any rate youthful hedonism,FALSE,test,,
a5e-fragment06_40,Buddy invites us to regard Holly in the same light mocking in a horribly nudging re-creation Lubbock old-timers like The Hayriders who sing When the sun goes+down on Blue Ridge Mountain It 's the time to whistle in your ear,FALSE,test,,
a5e-fragment06_41,At+least this has a surreal daftness,FALSE,test,,
a5e-fragment06_42,The voice of rock'n'roll in contrast is almost unrelievedly soupy,TRUE,test,,
a5e-fragment06_43,If you did n't know the tunes you 'd assume Holly lyrics decorated some innocent backporch spooners from the turn-of-the-century Stars appear and the shadows are fallin' You can hear my honey callin',FALSE,test,,
a5e-fragment06_44,Or You give me all your lovin' And your turtle-dovin',TRUE,test,,
a5e-fragment06_45,Or When Cupid shot his dart He shot it at your heart,FALSE,test,,
a5e-fragment06_46,Not only are these songs impossible to use dramatically they 're also too vague to use as incidental music to underline or punctuate aspects of Holly life or the 1950s more generally,TRUE,test,,
a5e-fragment06_47,I wrote it for you he assures his gal before the ballads but how can you tell,FALSE,test,,
a5e-fragment06_48,All you can do with these songs is sing them and Buddy fails even to manage that with any subtlety,FALSE,test,,
a5e-fragment06_49,The finales to both Acts are effectively concerts the sort of agreeably naff rock'n'roll revival that might just+about pass muster as a Capital Gold one-nighter down the Hammersmith Palais,FALSE,test,,
a5e-fragment06_50,And for all the appeal of his singing and playing Paul Hipp comes+out pretty dull between the numbers,FALSE,test,,
a5e-fragment06_51,To camouflage the failures of the play Andy Walmsley has created a set which resembles a pile-up of roadside hoardings Oldsmobile Van Heusen shirts Texaco Premium Type,FALSE,test,,
a5e-fragment06_52,Rob Bettinson the director has deduced that he ought to have these images plus disc-jockeys radio commercials midwestern hops but he does n't seem to know why,FALSE,test,,
a5e-fragment06_53,Like most shows which are manufactured with an eye to commercial success Winnie High Society to name only Buddy predecessors at the Victoria Palace this one will probably fail,TRUE,test,,
a5e-fragment06_54,It 's not as+if there are n't aspects of his career that are n't worth exploring how did he come to use drums then almost unknown in Texan country line-ups,FALSE,test,,
a5e-fragment06_55,Was it true as the chart performance of Heartbeat his last release suggests that his three-year career was already on the wane,FALSE,test,,
